LANG_REF	LINGUISTIC_TYPE_REF	PARENT_REF	ANNOTATION_ID	ANNOTATION_REF	PREVIOUS_ANNOTATION	TIME_SLOT_REF1	TIME_SLOT_REF2	anno_ref_numeric	mb@H	utterance@H	GRAID@H	GRAID Qs
tcc	morph-item	GRAID@H	a736	a569	NA	NA	NA	569	NA	NA	NA	
tcc	morph-item	GRAID@H	a737	a570	NA	NA	NA	570	NA	NA	NA	
tcc	morph-item	GRAID@H	a738	a573	NA	NA	NA	573	NA	NA	NA	
tcc	morph-item	GRAID@H	a739	a574	NA	NA	NA	574	NA	NA	NA	
tcc	morph-item	GRAID@H	a740	a579	NA	NA	NA	579	NA	NA	NA	
tcc	morph-item	GRAID@H	a741	a582	NA	NA	NA	582	NA	NA	NA	
tcc	morph-item	GRAID@H	a742	a583	NA	NA	NA	583	NA	NA	NA	what function?
tcc	morph-item	GRAID@H	a743	a584	NA	NA	NA	584	NA	NA	NA	
tcc	morph-item	GRAID@H	a744	a587	NA	NA	NA	587	NA	NA	NA	
tcc	morph-item	GRAID@H	a745	a588	NA	NA	NA	588	NA	NA	NA	
tcc	morph-item	GRAID@H	a746	a589	NA	NA	NA	589	NA	NA	NA	
tcc	morph-item	GRAID@H	a859	a858	NA	NA	NA	858	NA	NA	NA	
tcc	morph-item	GRAID@H	a747	a591	NA	NA	NA	591	NA	NA	NA	
tcc	morph-item	GRAID@H	a748	a592	NA	NA	NA	592	NA	NA	NA	
tcc	morph-item	GRAID@H	a749	a593	NA	NA	NA	593	NA	NA	NA	
tcc	morph-item	GRAID@H	a750	a598	NA	NA	NA	598	NA	NA	NA	
tcc	morph-item	GRAID@H	a751	a601	NA	NA	NA	601	NA	NA	NA	
tcc	morph-item	GRAID@H	a752	a605	NA	NA	NA	605	NA	NA	NA	
tcc	morph-item	GRAID@H	a753	a606	NA	NA	NA	606	NA	NA	NA	
tcc	morph-item	GRAID@H	a754	a610	NA	NA	NA	610	NA	NA	NA	
tcc	morph-item	GRAID@H	a843	a842	NA	NA	NA	842	NA	NA	NA	
tcc	morph-item	GRAID@H	a755	a613	NA	NA	NA	613	NA	NA	NA	
tcc	morph-item	GRAID@H	a756	a614	NA	NA	NA	614	NA	NA	NA	
tcc	morph-item	GRAID@H	a757	a615	NA	NA	NA	615	NA	NA	NA	
tcc	morph-item	GRAID@H	a758	a616	NA	NA	NA	616	NA	NA	NA	
tcc	morph-item	GRAID@H	a759	a617	NA	NA	NA	617	NA	NA	NA	
tcc	morph-item	GRAID@H	a760	a619	NA	NA	NA	619	NA	NA	NA	
tcc	morph-item	GRAID@H	a761	a620	NA	NA	NA	620	NA	NA	NA	
tcc	morph-item	GRAID@H	a762	a621	NA	NA	NA	621	NA	NA	NA	
tcc	morph-item	GRAID@H	a763	a624	NA	NA	NA	624	NA	NA	NA	
tcc	morph-item	GRAID@H	a764	a625	NA	NA	NA	625	NA	NA	NA	
tcc	morph-item	GRAID@H	a765	a626	NA	NA	NA	626	NA	NA	NA	
tcc	morph-item	GRAID@H	a766	a631	NA	NA	NA	631	NA	NA	NA	
tcc	morph-item	GRAID@H	a767	a634	NA	NA	NA	634	NA	NA	NA	
tcc	morph-item	GRAID@H	a768	a637	NA	NA	NA	637	NA	NA	NA	
tcc	morph-item	GRAID@H	a769	a638	NA	NA	NA	638	NA	NA	NA	
tcc	morph-item	GRAID@H	a770	a640	NA	NA	NA	640	NA	NA	NA	
tcc	morph-item	GRAID@H	a771	a641	NA	NA	NA	641	NA	NA	NA	
tcc	morph-item	GRAID@H	a772	a642	NA	NA	NA	642	NA	NA	NA	
tcc	morph-item	GRAID@H	a773	a643	NA	NA	NA	643	NA	NA	NA	
tcc	morph-item	GRAID@H	a774	a644	NA	NA	NA	644	NA	NA	NA	
tcc	morph-item	GRAID@H	a775	a648	NA	NA	NA	648	NA	NA	NA	
tcc	morph-item	GRAID@H	a776	a649	NA	NA	NA	649	NA	NA	NA	
tcc	morph-item	GRAID@H	a777	a650	NA	NA	NA	650	NA	NA	NA	
tcc	morph-item	GRAID@H	a778	a651	NA	NA	NA	651	NA	NA	NA	
tcc	morph-item	GRAID@H	a779	a655	NA	NA	NA	655	NA	NA	NA	
tcc	morph-item	GRAID@H	a780	a656	NA	NA	NA	656	NA	NA	NA	
tcc	morph-item	GRAID@H	a852	a851	NA	NA	NA	851	NA	NA	NA	
tcc	morph-item	GRAID@H	a781	a657	NA	NA	NA	657	NA	NA	NA	
tcc	morph-item	GRAID@H	a782	a658	NA	NA	NA	658	NA	NA	NA	reconsider syntax
tcc	morph-item	GRAID@H	a783	a662	NA	NA	NA	662	NA	NA	NA	
tcc	morph-item	GRAID@H	a784	a665	NA	NA	NA	665	NA	NA	NA	
tcc	morph-item	GRAID@H	a785	a666	NA	NA	NA	666	NA	NA	NA	
tcc	morph-item	GRAID@H	a786	a671	NA	NA	NA	671	NA	NA	NA	
tcc	morph-item	GRAID@H	a787	a674	NA	NA	NA	674	NA	NA	NA	
tcc	morph-item	GRAID@H	a788	a678	NA	NA	NA	678	NA	NA	NA	
tcc	morph-item	GRAID@H	a789	a679	NA	NA	NA	679	NA	NA	NA	
tcc	morph-item	GRAID@H	a790	a680	NA	NA	NA	680	NA	NA	NA	
tcc	morph-item	GRAID@H	a791	a683	NA	NA	NA	683	NA	NA	NA	
tcc	morph-item	GRAID@H	a792	a684	NA	NA	NA	684	NA	NA	NA	
